id,name,type,mana_cost,attack,max_hp,keywords,description
"1000508","cards.faction_6_unit_draugar_lord_name","Unit","6","4","8","ModifierTokenCreator|ModifierDyingWishSpawnEntity","cards.faction_6_unit_draugar_lord_desc"
"1000509","cards.faction_6_unit_ice_drake_name","Unit","4","4","8","ModifierToken",""
"1000510","cards.faction_6_unit_snow_chaser_name","Unit","1","2","1","ModifierInfiltrate","cards.faction_6_unit_snow_chaser_desc"
"1000511","cards.faction_6_unit_wolfraven_name","Unit","3","1","4","ModifierFlying|ModifierInfiltrate","cards.faction_6_unit_wolfraven_desc"
"1000512","cards.faction_6_unit_borean_bear_name","Unit","2","1","3","","cards.faction_6_unit_borean_bear_desc"
"1000513","cards.faction_6_unit_razorback_name","Unit","4","4","3","ModifierOpeningGambitApplyModifiers","cards.faction_6_unit_razorback_desc"
"1000514","cards.faction_6_unit_ancient_grove_name","Unit","7","7","7","ModifierDyingWishSpawnEntity|ModifierTokenCreator|ModifierProvoke|ModifierOpeningGambitApplyModifiers","cards.faction_6_unit_ancient_grove_desc"
"1000515","cards.faction_6_unit_voice_of_the_wind_name","Unit","4","4","4","ModifierTokenCreator","cards.faction_6_unit_voice_of_the_wind_desc"
"1000516","cards.faction_6_unit_treant_name","Unit","1","1","1","ModifierToken|ModifierProvoke","cards.faction_6_unit_treant_desc"
"1000517","cards.faction_6_unit_hearth_sister_name","Unit","2","3","2","ModifierOpeningGambit","cards.faction_6_unit_hearth_sister_desc"
"1000518","cards.faction_6_unit_winter_maerid_name","Unit","1","2","2","ModifierToken",""
"1000519","cards.faction_6_unit_glacial_elemental_name","Unit","3","2","3","","cards.faction_6_unit_glacial_elemental_desc"
"1000520","cards.faction_6_unit_fox_ravager_name","Unit","2","3","3","ModifierToken",""
"1000521","cards.faction_6_unit_whyte_drake_name","Unit","4","4","4","ModifierToken|ModifierFlying","cards.faction_6_unit_whyte_drake_desc"
"1000522","cards.faction_6_unit_seismic_elemental_name","Unit","4","5","5","ModifierToken",""
"1000523","cards.faction_6_unit_gravity_well_name","Unit","1","0","1","ModifierToken|ModifierWall|ModifierProvoke","cards.faction_6_unit_gravity_well_desc"
"1000524","cards.faction_6_unit_blazing_spines_name","Unit","1","3","3","ModifierToken|ModifierWall","cards.faction_6_unit_blazing_spines_desc"
"1000525","cards.faction_6_unit_bonechill_barrier_name","Unit","1","0","2","ModifierStunned|ModifierToken|ModifierWall","cards.faction_6_unit_bonechill_barrier_desc"
"1000526","cards.faction_6_unit_arctic_displacer_name","Unit","5","10","4","ModifierAirdrop","cards.faction_6_unit_arctic_displacer_desc"
"1000527","cards.faction_6_unit_kara_name","Unit","0","2","25","","cards.faction_6_unit_kara_desc"
"1000528","cards.faction_6_unit_wind_sister_name","Unit","4","4","5","ModifierInfiltrate","cards.faction_6_unit_wind_sister_desc"
"1000529","cards.faction_6_unit_snow_rippler_name","Unit","3","3","4","ModifierTokenCreator|ModifierInfiltrate","cards.faction_6_unit_snow_rippler_desc"
"1000530","cards.faction_6_unit_icy_name","Unit","2","2","3","ModifierOpeningGambit|ModifierStun|ModifierBattlePet","cards.faction_6_unit_icy_desc"
"1000531","cards.faction_6_unit_bur_name","Unit","2","3","3","ModifierTokenCreator|ModifierBattlePet","cards.faction_6_unit_bur_desc"
"1000532","cards.faction_6_unit_huldra_name","Unit","5","3","4","ModifierOpeningGambit|ModifierTranscendance","cards.faction_6_unit_huldra_desc"
"1000533","cards.faction_6_unit_iceblade_dryad_name","Unit","3","3","3","ModifierOpeningGambit|ModifierFlying","cards.faction_6_unit_iceblade_dryad_desc"
"1000534","cards.faction_6_unit_frostiva_name","Unit","5","3","3","ModifierTokenCreator|ModifierForcefield","cards.faction_6_unit_frostiva_desc"
"1000535","cards.faction_6_unit_night_howler_name","Unit","2","3","3","ModifierToken",""
"1000536","cards.faction_6_unit_myriad_name","Unit","3","3","3","ModifierTokenCreator|ModifierSynergizeSpawnVanarToken","cards.faction_6_unit_myriad_desc"
"1000537","cards.faction_6_unit_sleet_dasher_name","Unit","4","3","6","","cards.faction_6_unit_sleet_dasher_desc"
"1000538","cards.faction_6_unit_grandmaster_embla_name","Unit","8","5","5","ModifierTokenCreator|ModifierOpeningGambitSpawnVanarTokensAroundGeneral","cards.faction_6_unit_grandmaster_embla_desc"
"1000539","cards.faction_6_unit_kindred_hunter_name","Unit","3","3","3","ModifierTokenCreator|ModifierBondSpawnEntity","cards.faction_6_unit_kindred_hunter_desc"
"1000540","cards.faction_6_unit_circulus_name","Unit","2","1","1","ModifierTokenCreator","cards.faction_6_unit_circulus_desc"
"1000541","cards.faction_6_unit_ghost_seraphim_name","Unit","7","8","9","","cards.faction_6_unit_ghost_seraphim_desc"
"1000542","cards.faction_6_unit_hydrogarm_name","Unit","4","3","3","ModifierStun|ModifierSynergizeRazorArchitect","cards.faction_6_unit_hydrogarm_desc"
"1000543","cards.faction_6_unit_matron_elveiti_name","Unit","8","7","5","","cards.faction_6_unit_matron_elveiti_desc"
"1000544","cards.faction_6_unit_luminous_charge_name","Unit","1","0","1","ModifierToken|ModifierWall|ModifierDyingWishDamageNearbyEnemies","cards.faction_6_unit_luminous_charge_desc"
"1000545","cards.faction_6_unit_shivers_name","Unit","2","2","1","ModifierFlying|ModifierInfiltrate","cards.faction_6_unit_shivers_desc"
"1000546","cards.faction_6_unit_watchful_sentinel_name","Unit","3","3","3","ModifierToken","cards.faction_6_unit_watchful_sentinel_desc"
"1000547","cards.faction_6_unit_freeblade_name","Unit","3","3","5","ModifierSentinel|ModifierTokenCreator","cards.faction_6_unit_freeblade_desc"
"1000548","cards.faction_6_unit_drake_dowager_name","Unit","3","1","3","ModifierSentinel|ModifierTokenCreator|ModifierRanged","cards.faction_6_unit_drake_dowager_desc"
"1000549","cards.faction_6_unit_moonlit_basilysk_name","Unit","3","2","2","ModifierSentinel|ModifierTokenCreator","cards.faction_6_unit_moonlit_basilysk_desc"
"1000550","cards.faction_6_unit_crystal_arbiter_name","Unit","2","1","4","","cards.faction_6_unit_crystal_arbiter_desc"
"1000551","cards.building_name","Unit","2","0","10","ModifierToken|ModifierPortal",""
"1000552","cards.faction_6_unit_echo_deliverant_name","Unit","6","6","4","","cards.faction_6_unit_echo_deliverant_desc"
"1000553","cards.faction_6_unit_ursaplomb_name","Unit","1","4","5","ModifierToken","cards.faction_6_unit_ursaplomb_desc"
"1000554","cards.faction_6_unit_protosensor_name","Unit","2","2","2","ModifierTokenCreator|ModifierBuild|ModifierAirdrop","cards.faction_6_unit_protosensor_desc"
"1000555","cards.faction_6_unit_cryoblade_name","Unit","2","2","3","ModifierStunned","cards.faction_6_unit_cryoblade_desc"
"1000556","cards.faction_6_unit_draugar_eyolith_name","Unit","6","7","14","ModifierTokenCreator|ModifierBuild","cards.faction_6_unit_draugar_eyolith_desc"
"1000557","cards.faction_6_unit_denadoro_name","Unit","4","4","5","","cards.faction_6_unit_denadoro_desc"
"1000558","cards.faction_6_unit_ilena_name","Unit","0","2","25","ModifierStun","cards.faction_6_unit_ilena_desc"
"1000559","cards.building_name","Unit","6","0","10","ModifierToken|ModifierPortal",""
"1000560","Cloudcaller","Unit","5","4","5","ModifierOpeningGambitRefreshSignatureCard|ModifierOpeningGambitChangeSignatureCardForThisTurn","Opening Gambit: Your Bloodbound Spell refreshes and is Lesser Waterball this turn."
"1000561","Malicious Wisp","Unit","4","4","3","ModifierOpeningGambitDestroyManaCrystal|ModifierOpeningGambitBonusManaCrystal|ModifierDyingWishDestroyManaCrystal|ModifierDyingWishBonusManaCrystal","Opening Gambit: Take a mana crystal from your opponent. Dying Wish: Give back the mana crystal."
"1000562","Fenrir Berserker","Unit","5","4","3","ModifierTokenCreator|ModifierDyingWishSpawnEntity","Dying Wish: Summon a Fenrir Warmaster on this space."
"1000563","Meltwater Moose","Unit","4","6","7","ModifierStun","When this minion is summoned, Stun it."
"1000564","Oak in the Nemeton","Unit","6","6","6","ModifierFateVanarTokenQuest|ModifierOnSummonFromHandApplyEmblems","Trial: Have 5 token minions with different names. Destiny: Friendly token minions have +4/+4."
"1000565","Disciple of Yggdra","Unit","3","2","3","ModifierTokenCreator|ModifierStunned","When an enemy is Stunned, transform this minion into Yggdra's Voracity."
"1000566","Yggdra's Voracity","Unit","3","5","5","ModifierToken|ModifierStunned","Whenever an enemy is Stunned, fully heal this minion."
"1000567","Thicket Augur","Unit","2","1","1","ModifierProvoke|ModifierTokenCreator|ModifierIntensifySpawnEntitiesNearby","Intensify: Summon 1 Treant with Provoke nearby."
"1010001","cards.neutral_dragonlark_name","Unit","1","2","1","ModifierFlying","cards.neutral_dragonlark_desc"
"1010009","cards.neutral_silvertongue_corsair_name","Unit","3","3","3","","cards.neutral_silvertongue_corsair_desc"
"1010012","cards.neutral_saberspine_tiger_name","Unit","4","3","2","ModifierFirstBlood","cards.neutral_saberspine_tiger_desc"
"1010013","cards.neutral_blaze_hound_name","Unit","3","4","3","ModifierOpeningGambitDrawCardBothPlayers","cards.neutral_blaze_hound_desc"
"1010014","cards.neutral_sand_burrower_name","Unit","3","2","4","","cards.neutral_sand_burrower_desc"
"1010016","cards.neutral_repulsor_beast_name","Unit","3","2","2","ModifierOpeningGambit","cards.neutral_repulsor_beast_desc"
"1010017","cards.neutral_fire_spitter_name","Unit","4","3","2","ModifierRanged","cards.neutral_fire_spitter_desc"
"1010018","cards.neutral_komodo_charger_name","Unit","1","1","3","",""
"1010019","cards.neutral_planar_scout_name","Unit","1","2","1","ModifierAirdrop","cards.neutral_planar_scout_desc"
"1010020","cards.neutral_ephemeral_shroud_name","Unit","2","1","1","ModifierOpeningGambit","cards.neutral_ephemeral_shroud_desc"
"1010021","cards.neutral_vale_hunter_name","Unit","2","1","2","ModifierRanged","cards.neutral_vale_hunter_desc"
"1010022","cards.neutral_twilight_sorcerer_name","Unit","5","3","6","ModifierOpeningGambitRetrieveRandomSpell","cards.neutral_twilight_sorcerer_desc"
"1010204","cards.neutral_brightmoss_golem_name","Unit","5","4","9","",""
"1010205","cards.neutral_bloodshard_golem_name","Unit","3","4","3","",""
"1010206","cards.neutral_dragonbone_golem_name","Unit","7","10","10","",""
"1010207","cards.neutral_stormmetal_golem_name","Unit","6","8","8","",""
"1010301","cards.neutral_sun_seer_name","Unit","3","2","4","","cards.neutral_sun_seer_desc"
"1010302","cards.neutral_manaforger_name","Unit","2","1","3","","cards.neutral_manaforger_desc"
"1010303","cards.neutral_prismatic_illusionist_name","Unit","3","2","3","ModifierTokenCreator","cards.neutral_prismatic_illusionist_desc"
"1010304","cards.neutral_alucin_loremaster_name","Unit","3","3","1","ModifierOpeningGambitRetrieveMostRecentSpell","cards.neutral_alcuin_loremaster_desc"
"1010305","cards.neutral_owlbeast_sage_name","Unit","4","4","4","","cards.neutral_owlbeast_sage_desc"
"1010306","cards.neutral_lightbender_name","Unit","4","3","3","ModifierOpeningGambitDispel","cards.neutral_lightbender_desc"
"1010307","cards.neutral_serpenti_name","Unit","6","7","4","ModifierFrenzy","cards.neutral_serpenti_desc"
"1010309","cards.neutral_illusion_name","Unit","1","2","1","ModifierToken",""
"1010953","cards.neutral_crossbones_name","Unit","3","3","3","ModifierOpeningGambit","cards.neutral_crossbones_desc"
"1010954","cards.neutral_sworn_avenger_name","Unit","3","1","3","ModifierRanged","cards.neutral_sworn_avenger_desc"
"1010955","cards.neutral_sworn_defender_name","Unit","5","4","7","","cards.neutral_sworn_defender_desc"
"1010956","cards.neutral_red_synja_name","Unit","7","7","7","","cards.neutral_red_synja_desc"
"1010957","cards.neutral_rust_crawler_name","Unit","2","2","3","ModifierOpeningGambitRemoveRandomArtifact","cards.neutral_rust_crawler_desc"
"1010958","cards.neutral_dagger_kiri_name","Unit","5","2","8","ModifierTranscendance","cards.neutral_dagger_kiri_desc"
"1010959","cards.neutral_dancing_blades_name","Unit","5","4","6","ModifierOpeningGambitDamageInFront","cards.neutral_dancing_blades_desc"
"1010960","cards.neutral_venom_toth_name","Unit","3","3","3","","cards.neutral_venom_toth_desc"
"1010961","cards.neutral_artifact_hunter_name","Unit","4","3","4","ModifierOpeningGambitDrawArtifactFromDeck","cards.neutral_artifact_hunter_desc"
"1010962","cards.neutral_chaos_elemental_name","Unit","3","4","4","","cards.neutral_chaos_elemental_desc"
"1010963","cards.neutral_jax_truesight_name","Unit","6","1","1","ModifierTokenCreator|ModifierRanged|ModifierOpeningGambitSpawnEntityInEachCorner","cards.neutral_jax_truesight_desc"
"1010965","cards.neutral_mindwarper_name","Unit","4","4","3","ModifierOpeningGambitMindwarp","cards.neutral_mindwarper_desc"
"1010966","cards.neutral_pandora_name","Unit","7","3","10","ModifierTokenCreator","cards.neutral_pandora_desc"
"1010967","cards.neutral_pandora_flying_name","Unit","2","3","3","ModifierToken|ModifierFlying","cards.neutral_pandora_flying_desc"
"1010968","cards.neutral_pandora_frenzy_name","Unit","2","3","3","ModifierToken|ModifierFrenzy","cards.neutral_pandora_frenzy_desc"
"1010969","cards.neutral_pandora_celerity_name","Unit","2","3","3","ModifierToken|ModifierTranscendance","cards.neutral_pandora_celerity_desc"
"1010970","cards.neutral_pandora_ranged_name","Unit","2","3","3","ModifierToken|ModifierRanged","cards.neutral_pandora_ranged_desc"
"1010971","cards.neutral_pandora_provoke_name","Unit","2","3","3","ModifierToken|ModifierProvoke","cards.neutral_pandora_provoke_desc"
"1010972","cards.neutral_minijax_name","Unit","1","1","1","ModifierToken|ModifierRanged","cards.neutral_minijax_desc"
"1010973","cards.neutral_lux_ignis_name","Unit","5","2","5","ModifierRanged","cards.neutral_lux_ignis_desc"
"1010974","cards.neutral_syvrel_the_exile_name","Unit","3","1","4","ModifierRanged","cards.neutral_syvrel_the_exile_desc"
"1010975","cards.neutral_spelljammer_name","Unit","4","3","5","","cards.neutral_spelljammer_desc"
"1010976","cards.neutral_dioltas_name","Unit","4","5","3","ModifierTokenCreator|ModifierDyingWishSpawnEntityNearbyGeneral","cards.neutral_dioltas_desc"
"1010977","cards.neutral_dioltas_tombstone_name","Unit","3","0","8","ModifierToken|ModifierProvoke","cards.neutral_dioltas_tombstone_desc"
"1010978","cards.neutral_hailstone_golem_name","Unit","4","4","6","",""
"1010979","cards.neutral_maw_name","Unit","2","2","2","ModifierOpeningGambit","cards.neutral_maw_desc"
"1010980","cards.neutral_deathblighter_name","Unit","6","3","4","ModifierOpeningGambitDamageNearbyMinions","cards.neutral_deathblighter_desc"
"1010981","cards.neutral_healing_mystic_name","Unit","2","2","3","ModifierOpeningGambit","cards.neutral_healing_mystic_desc"
"1010982","cards.neutral_void_hunter_name","Unit","3","4","2","ModifierDyingWishDrawCard","cards.neutral_void_hunter_desc"
"1010983","cards.neutral_ash_mephytt_name","Unit","5","2","3","ModifierOpeningGambitSpawnCopiesOfEntityAnywhere","cards.neutral_ash_mephytt_desc"
"1010984","cards.neutral_first_sword_of_akrane_name","Unit","6","7","7","","cards.neutral_first_sword_of_akrane_desc"
"1010985","cards.neutral_the_high_hand_name","Unit","5","2","3","ModifierOpeningGambitBuffSelfByOpponentHandCount","cards.neutral_the_high_hand_desc"
"1010986","cards.neutral_eclipse_name","Unit","6","3","7","","cards.neutral_eclipse_desc"
"1010987","cards.neutral_lady_locke_name","Unit","3","2","3","ModifierOpeningGambitApplyPlayerModifiers|ModifierProvoke","cards.neutral_lady_locke_desc"
"1010988","cards.neutral_moebius_name","Unit","4","3","5","","cards.neutral_moebius_desc"
"1010989","cards.neutral_captain_hank_hart_name","Unit","4","2","4","ModifierRanged","cards.neutral_captain_hank_hart_desc"
"1010990","cards.neutral_rook_name","Unit","7","5","5","","cards.neutral_rook_desc"
"1010991","cards.neutral_purgatos_name","Unit","4","3","5","","cards.neutral_purgatos_desc"
"1010992","cards.neutral_songweaver_name","Unit","3","3","3","ModifierOpeningGambit","cards.neutral_songweaver_desc"
"1010993","cards.neutral_aethermaster_name","Unit","2","1","3","","cards.neutral_aethermaster_desc"
"1010994","cards.neutral_zenrui_name","Unit","6","4","4","ModifierOpeningGambit","cards.neutral_zenrui_desc"
"1010995","cards.neutral_emerald_rejuvinator_name","Unit","4","4","4","ModifierOpeningGambitHealBothGenerals","cards.neutral_emerald_rejuvinator_desc"
"1010996","cards.neutral_zurael_the_lifegiver_name","Unit","7","4","7","ModifierOpeningGambitLifeGive","cards.neutral_zurael_the_lifegiver_desc"
"1010997","cards.neutral_paddo_name","Unit","7","12","6","ModifierAirdrop|OpeningGambitTeleportAllNearby","cards.neutral_paddo_desc"
"1010998","cards.neutral_fog_name","Unit","1","1","1","ModifierTokenCreator|ModifierToken|ModifierDyingWishDrawRandomBattlePet|ModifierBattlePet","cards.neutral_fog_desc"
"1010999","cards.neutral_ubo_name","Unit","1","2","3","ModifierToken|ModifierBattlePet|ModifierFlying","cards.neutral_ubo_desc"
"1011001","cards.neutral_amu_name","Unit","2","3","3","ModifierBattlePet",""
"1011003","cards.neutral_sai_name","Unit","1","3","3","ModifierToken|ModifierBattlePet",""
"1011004","cards.neutral_yun_name","Unit","3","5","4","ModifierBattlePet",""
"1011006","cards.neutral_black_locust_name","Unit","4","2","2","ModifierFlying","cards.neutral_black_locust_desc"
"1011007","cards.neutral_wind_runner_name","Unit","3","3","3","","cards.neutral_wind_runner_desc"
"1011008","cards.neutral_mogwai_name","Unit","3","2","3","","cards.neutral_mogwai_desc"
